entering_date,reserve_content_2,n_person,admin_tag,reserved_date,status,amount,discount,preamount,admin_tag_来場確認,admin_tag_決済済,admin_tag_当日飛込,admin_tag_減免,admin_tag_【確定】電話予約,admin_tag_★新型コロナウィルスCXL,admin_tag_知財ツアー,admin_tag_銀行振込・後納,admin_tag_社長案件,admin_tag_！！承認保留！！,admin_tag_本社関係者,admin_tag_撮影・取材,admin_tag_本社経費,admin_tag_【申請書未】電話予約,admin_tag_本社来送,admin_tag_打ち合わせ,exemption,campus,garden_day,payment_status_決済済,payment_status_払い戻し済み
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,"来場確認,決済済,当日飛込",2021-03-31,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,,2021-03-31,1,1200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,-1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,"来場確認,決済済,当日飛込",2021-03-31,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,-1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,,2021-03-17,1,1600.0,0.0,1600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,-1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,-600.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,来場確認,2021-03-18,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,来場確認,2021-03-31,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,4,"来場確認,決済済,当日飛込",2021-03-31,1,2400.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,2,2,"来場確認,決済済,当日飛込",2021-03-31,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,-1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,"来場確認,決済済,当日飛込",2021-03-31,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,来場確認,2021-03-31,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,,2021-03-31,1,600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,来場確認,2021-03-31,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,来場確認,2021-03-28,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,2,3,"減免,来場確認,決済済,当日飛込",2021-03-31,1,4800.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,"減免,来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,"来場確認,決済済",2021-03-31,1,600.0,0.0,600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,-1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,-600.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,1,2,【確定】電話予約,2021-03-30,1,1200.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,1,1,"当日飛込,来場確認,決済済",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,3,当日飛込,2021-03-31,1,1800.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,来場確認,2021-03-31,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,-1,2,当日飛込,2021-03-31,1,1200.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,来場確認,2021-03-30,1,1200.0,0.0,1200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,1,,2021-03-31,1,600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,当日飛込,2021-03-31,1,1200.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,当日飛込,2021-03-31,1,1600.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,2,"減免,来場確認,決済済,当日飛込",2021-03-31,1,3200.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,当日飛込,2021-03-31,1,1200.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,5,1,当日飛込,2021-03-31,1,2200.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,2,"来場確認,決済済,当日飛込",2021-03-31,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,1,"来場確認,決済済,当日飛込",2021-03-31,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,2,1,"来場確認,決済済,当日飛込",2021-03-31,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,1,3,来場確認,2021-03-07,1,1800.0,0.0,1800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,2,,2021-03-26,1,1200.0,-1200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-31,1,1,,2021-03-18,0,600.0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,1,1,"来場確認,決済済",2021-03-31,1,600.0,0.0,600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-31,2,1,"来場確認,決済済",2021-03-30,1,1600.0,-600.0,1000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,来場確認,2021-03-30,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,2,2,"来場確認,決済済,当日飛込",2021-03-30,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,"来場確認,決済済,当日飛込",2021-03-30,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,,2021-03-30,1,600.0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,5,"来場確認,決済済",2021-03-09,1,3000.0,-600.0,2400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2021-03-30,1,1,来場確認,2021-03-29,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,"来場確認,決済済,当日飛込",2021-03-30,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,,2021-03-13,0,600.0,-600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済",2021-03-28,1,600.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,4,来場確認,2021-03-30,1,2400.0,0.0,2400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,2,2,"決済済,当日飛込",2021-03-30,1,3200.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,【確定】電話予約",2021-03-30,1,1200.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,-1200.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,-600.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,1,来場確認,2021-03-30,1,1600.0,0.0,1600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,2,3,"来場確認,決済済,当日飛込",2021-03-30,1,4800.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,1,"来場確認,決済済,当日飛込",2021-03-30,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,1,"来場確認,決済済,当日飛込",2021-03-30,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,来場確認,2021-03-29,1,1200.0,0.0,1200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,来場確認,2021-03-28,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,"来場確認,決済済,当日飛込",2021-03-30,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,来場確認,2021-03-30,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,-1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,3,来場確認,2021-03-30,1,4800.0,0.0,4800.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,2,2,来場確認,2021-03-29,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,5,2,来場確認,2021-03-13,1,4400.0,0.0,4400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,2,1,来場確認,2021-03-22,1,1600.0,0.0,1600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,2,"来場確認,決済済,当日飛込",2021-03-30,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,5,"来場確認,決済済,当日飛込",2021-03-30,1,3000.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,1,来場確認,2021-03-29,1,600.0,0.0,600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-30,1,1,"来場確認,決済済,当日飛込",2021-03-30,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,1,20,,2020-12-12,0,12000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,3,"来場確認,決済済",2021-03-02,1,1800.0,0.0,1800.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,1,"当日飛込,決済済,来場確認",2021-03-29,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"当日飛込,決済済,来場確認",2021-03-29,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,"来場確認,当日飛込,決済済",2021-03-29,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,,2021-03-29,1,1200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"当日飛込,決済済,来場確認",2021-03-29,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,,2021-03-29,1,1200.0,-1000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-03-29,2,2,来場確認,2021-03-29,1,3200.0,0.0,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,2,決済済,2021-03-29,1,1200.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,4,来場確認,2021-03-28,1,2400.0,0.0,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,3,"当日飛込,決済済,来場確認",2021-03-29,1,1800.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,"来場確認,決済済",2021-03-29,1,600.0,0.0,600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,2,2,"当日飛込,決済済,来場確認",2021-03-29,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,,2021-03-29,1,600.0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,1,"来場確認,決済済",2021-03-29,1,600.0,0.0,600.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,5,"来場確認,決済済",2021-03-29,1,3000.0,0.0,3000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,1,,2021-03-29,1,600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,2,2,"来場確認,決済済",2021-03-24,1,3200.0,0.0,3200.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,1,3,"来場確認,決済済,【確定】電話予約",2021-03-21,1,1800.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,,2021-03-28,1,1200.0,0.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-03-29,2,1,"来場確認,決済済,当日飛込",2021-03-29,1,1600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,5,"来場確認,決済済,【確定】電話予約",2021-03-29,1,3000.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"来場確認,決済済,【確定】電話予約",2021-03-29,1,1200.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,3,"来場確認,決済済,【確定】電話予約",2021-03-29,1,1800.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,3,,2021-03-29,1,1800.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,"減免,来場確認,決済済",2021-03-26,1,600.0,-500.0,100.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2021-03-29,1,1,"来場確認,決済済,当日飛込",2021-03-29,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,"来場確認,決済済,当日飛込",2021-03-29,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"来場確認,決済済,当日飛込",2021-03-29,1,1200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"減免,来場確認,決済済,当日飛込",2021-03-29,1,1200.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,2,"来場確認,決済済,当日飛込,減免",2021-03-29,1,1200.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,2,2,"当日飛込,決済済,来場確認",2021-03-29,1,3200.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,1,1,"来場確認,決済済,当日飛込",2021-03-29,1,600.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
